frame,hoop_x,hoop_y,rim_radius,ft_per_px,n_lines
0,771,420,19,0.0390625,36
2,631,442,19,0.0390625,41
4,253,442,19,0.0390625,30
6,575,442,19,0.0390625,44
8,870,419,19,0.0390625,45
10,323,442,19,0.0390625,42
12,866,419,19,0.0390625,57
14,869,419,19,0.0390625,54
16,453,442,19,0.0390625,54
18,366,422,19,0.0390625,53
20,847,420,19,0.0390625,59
22,557,421,19,0.0390625,46
24,861,419,19,0.0390625,56
26,873,420,19,0.0390625,44
28,644,302,19,0.0390625,26
30,341,416,19,0.0390625,34
32,887,403,19,0.0390625,11
34,220,414,19,0.0390625,10
36,224,493,19,0.0390625,59
38,367,508,19,0.0390625,39
40,1030,459,19,0.0390625,28
42,1046,306,19,0.0390625,37
44,598,358,19,0.0390625,24
46,572,377,19,0.0390625,12
48,297,460,19,0.0390625,33
50,148,233,19,0.0390625,49
52,153,231,19,0.0390625,27
54,193,495,19,0.0390625,55
56,1018,447,19,0.0390625,20
58,768,337,19,0.0390625,16
60,1399,238,19,0.0390625,35
62,711,532,19,0.0390625,18
64,1030,507,19,0.0390625,13
66,983,397,19,0.0390625,43
68,1071,417,19,0.0390625,31
70,477,505,19,0.0390625,42
72,838,421,19,0.0390625,38
74,1118,481,19,0.0390625,16
76,252,318,19,0.0390625,12
78,742,487,19,0.0390625,37
80,800,220,19,0.0390625,43
82,725,366,19,0.0390625,44
84,1122,241,19,0.0390625,26
86,313,197,19,0.0390625,42
88,321,203,19,0.0390625,50
90,323,209,19,0.0390625,53
92,328,212,19,0.0390625,63
94,1119,444,19,0.0390625,67
96,340,211,19,0.0390625,52
98,339,207,19,0.0390625,40
100,1121,434,19,0.0390625,43
102,324,201,19,0.0390625,29
104,1130,402,19,0.0390625,38
106,344,200,19,0.0390625,60
108,826,408,19,0.0390625,41
110,1157,251,19,0.0390625,21
112,1017,215,19,0.0390625,38
114,277,250,19,0.0390625,44
116,811,239,19,0.0390625,38
118,1127,235,19,0.0390625,27
120,1131,230,19,0.0390625,54
122,633,196,19,0.0390625,43
124,1092,486,19,0.0390625,54
126,1095,481,19,0.0390625,37
128,1043,459,19,0.0390625,36
130,934,425,19,0.0390625,37
132,909,408,19,0.0390625,46
134,795,371,19,0.0390625,29
136,789,416,19,0.0390625,33
138,752,388,19,0.0390625,23
140,320,330,19,0.0390625,17
142,238,346,19,0.0390625,23
144,988,327,19,0.0390625,46
146,955,304,19,0.0390625,89
148,269,355,19,0.0390625,79
150,268,360,19,0.0390625,76
152,497,390,19,0.0390625,95
154,149,352,19,0.0390625,32
156,408,372,19,0.0390625,26
158,988,486,19,0.0390625,52
160,316,410,19,0.0390625,35
162,994,296,19,0.0390625,24
164,278,433,19,0.0390625,26
166,291,442,19,0.0390625,20
168,274,461,19,0.0390625,19
170,255,478,19,0.0390625,39
172,932,221,19,0.0390625,26
174,201,243,19,0.0390625,23
176,201,244,19,0.0390625,34
178,308,495,19,0.0390625,34
180,222,497,19,0.0390625,24
182,275,463,19,0.0390625,48
184,360,425,19,0.0390625,26
186,982,511,19,0.0390625,69
188,421,434,19,0.0390625,43
190,139,481,19,0.0390625,59
192,808,388,19,0.0390625,72
194,122,459,19,0.0390625,67
196,57,476,19,0.0390625,26
198,976,436,19,0.0390625,27
200,119,373,19,0.0390625,33
202,120,370,19,0.0390625,49
204,360,388,19,0.0390625,66
206,63,382,19,0.0390625,59
208,164,360,19,0.0390625,48
210,134,358,19,0.0390625,70
212,77,415,19,0.0390625,116
214,122,395,19,0.0390625,57
216,152,383,19,0.0390625,46
218,143,376,19,0.0390625,89
220,183,368,19,0.0390625,75
222,369,393,19,0.0390625,64
224,213,362,19,0.0390625,79
226,261,353,19,0.0390625,77
228,912,352,19,0.0390625,78
230,685,409,19,0.0390625,59
232,492,382,19,0.0390625,65
234,270,358,19,0.0390625,49
236,216,373,19,0.0390625,48
238,162,389,19,0.0390625,69
240,177,346,19,0.0390625,75
242,162,390,19,0.0390625,64
244,715,325,19,0.0390625,86
246,687,402,19,0.0390625,97
248,705,386,19,0.0390625,94
250,400,323,19,0.0390625,89
252,340,355,19,0.0390625,66
254,636,331,19,0.0390625,102
256,555,328,19,0.0390625,41
258,542,325,19,0.0390625,64
260,454,310,19,0.0390625,32
262,276,333,19,0.0390625,40
264,184,316,19,0.0390625,63
266,610,418,19,0.0390625,37
268,372,436,19,0.0390625,46
270,531,322,19,0.0390625,57
272,1064,447,19,0.0390625,33
274,1020,414,19,0.0390625,27
276,1068,463,19,0.0390625,47
278,1078,471,19,0.0390625,34
280,1084,479,19,0.0390625,21
282,1094,485,19,0.0390625,39
284,1049,396,19,0.0390625,61
286,1099,490,19,0.0390625,33
288,1083,485,19,0.0390625,45
290,1108,491,19,0.0390625,46
292,1112,494,19,0.0390625,38
294,1111,405,19,0.0390625,66
296,1116,498,19,0.0390625,85
298,1107,499,19,0.0390625,71
300,1092,497,19,0.0390625,73
302,1072,497,19,0.0390625,70
304,1013,487,19,0.0390625,48
306,1038,499,19,0.0390625,35
308,1014,463,19,0.0390625,48
310,988,224,19,0.0390625,46
312,1079,252,19,0.0390625,62
314,330,260,19,0.0390625,56
316,1031,259,19,0.0390625,68
318,1047,268,19,0.0390625,72
320,911,265,19,0.0390625,66
322,922,268,19,0.0390625,60
324,938,275,19,0.0390625,44
326,242,258,19,0.0390625,76
328,1005,291,19,0.0390625,74
330,278,269,19,0.0390625,61
332,729,162,19,0.0390625,74
334,941,275,19,0.0390625,47
336,727,161,19,0.0390625,69
338,285,271,19,0.0390625,79
340,727,161,19,0.0390625,55
342,721,273,19,0.0390625,43
344,1052,271,19,0.0390625,42
346,846,247,19,0.0390625,38
348,999,239,19,0.0390625,32
350,721,488,19,0.0390625,35
352,933,486,19,0.0390625,36
354,966,402,19,0.0390625,35
356,558,462,19,0.0390625,45
358,608,465,19,0.0390625,58
360,961,389,19,0.0390625,50
362,541,434,19,0.0390625,56
364,430,471,19,0.0390625,36
366,596,429,19,0.0390625,62
368,4,433,19,0.0390625,20
370,320,343,19,0.0390625,24
372,834,333,19,0.0390625,48
374,983,376,19,0.0390625,50
376,821,382,19,0.0390625,48
378,213,447,19,0.0390625,24
380,971,457,19,0.0390625,28
382,479,389,19,0.0390625,27
384,337,421,19,0.0390625,50
386,325,424,19,0.0390625,22
388,313,426,19,0.0390625,15
390,237,441,19,0.0390625,19
392,231,445,19,0.0390625,22
394,253,444,19,0.0390625,39
396,245,453,19,0.0390625,42
398,297,366,19,0.0390625,61
400,171,489,19,0.0390625,34
402,217,483,19,0.0390625,33
404,220,485,19,0.0390625,55
406,258,472,19,0.0390625,35
408,330,449,19,0.0390625,23
410,373,439,19,0.0390625,49
412,314,450,19,0.0390625,29
414,310,450,19,0.0390625,45
416,302,454,19,0.0390625,21
418,687,454,19,0.0390625,17
420,232,483,19,0.0390625,20
422,191,220,19,0.0390625,29
424,154,241,19,0.0390625,51
426,143,252,19,0.0390625,50
428,134,257,19,0.0390625,29
430,142,260,19,0.0390625,38
432,139,265,19,0.0390625,44
434,144,267,19,0.0390625,38
436,148,271,19,0.0390625,60
438,233,452,19,0.0390625,33
440,896,258,19,0.0390625,24
442,181,263,19,0.0390625,39
444,188,260,19,0.0390625,24
446,185,260,19,0.0390625,29
448,251,444,19,0.0390625,43
450,247,446,19,0.0390625,50
452,329,245,19,0.0390625,75
454,223,256,19,0.0390625,51
456,605,445,19,0.0390625,76
458,82,423,19,0.0390625,71
460,927,264,19,0.0390625,60
462,746,371,19,0.0390625,62
464,232,279,19,0.0390625,37
466,676,555,19,0.0390625,72
468,715,384,19,0.0390625,59
470,455,293,19,0.0390625,66
472,570,460,19,0.0390625,96
474,240,281,19,0.0390625,69
476,586,458,19,0.0390625,89
478,555,463,19,0.0390625,59
480,-65,460,19,0.0390625,53
482,-68,460,19,0.0390625,73
484,250,461,19,0.0390625,65
486,-69,460,19,0.0390625,59
488,569,461,19,0.0390625,40
490,-66,460,19,0.0390625,33
492,572,460,19,0.0390625,59
494,-62,459,19,0.0390625,69
496,-84,463,19,0.0390625,67
498,-69,460,19,0.0390625,70
500,-81,463,19,0.0390625,59
502,625,449,19,0.0390625,76
504,-69,460,19,0.0390625,76
506,-133,473,19,0.0390625,68
508,-136,473,19,0.0390625,78
510,-89,463,19,0.0390625,88
512,-80,461,19,0.0390625,82
514,610,451,19,0.0390625,74
516,632,446,19,0.0390625,95
518,-40,452,19,0.0390625,82
520,-78,461,19,0.0390625,69
522,-78,461,19,0.0390625,61
524,-30,452,19,0.0390625,79
526,-34,454,19,0.0390625,62
528,620,450,19,0.0390625,73
530,589,456,19,0.0390625,59
532,-35,453,19,0.0390625,75
534,-33,453,19,0.0390625,73
536,913,270,19,0.0390625,74
538,-40,454,19,0.0390625,60
540,602,453,19,0.0390625,66
542,601,454,19,0.0390625,87
544,624,449,19,0.0390625,79
546,651,444,19,0.0390625,84
548,633,448,19,0.0390625,96
550,605,453,19,0.0390625,91
552,599,455,19,0.0390625,90
554,540,466,19,0.0390625,78
556,601,454,19,0.0390625,69
558,-40,454,19,0.0390625,49
560,-54,457,19,0.0390625,76
562,-36,453,19,0.0390625,79
564,603,453,19,0.0390625,77
566,-29,451,19,0.0390625,78
568,-29,451,19,0.0390625,66
570,-30,450,19,0.0390625,105
572,-24,450,19,0.0390625,129
574,-24,451,19,0.0390625,83
576,-19,449,19,0.0390625,78
578,-10,446,19,0.0390625,76
580,162,272,19,0.0390625,38
582,284,436,19,0.0390625,69
584,613,497,19,0.0390625,61
586,201,498,19,0.0390625,19
588,203,481,19,0.0390625,30
590,583,453,19,0.0390625,45
592,165,461,19,0.0390625,39
594,278,421,19,0.0390625,17
596,741,368,19,0.0390625,28
598,236,312,19,0.0390625,12
600,221,367,19,0.0390625,43
602,884,317,19,0.0390625,53
604,773,348,19,0.0390625,21
606,626,360,19,0.0390625,25
608,712,396,19,0.0390625,30
610,275,446,19,0.0390625,14
612,799,390,19,0.0390625,40
614,849,377,19,0.0390625,28
616,763,251,19,0.0390625,50
618,1059,486,19,0.0390625,59
620,1014,402,19,0.0390625,27
622,1095,492,19,0.0390625,41
624,633,251,19,0.0390625,68
626,714,287,19,0.0390625,56
628,1092,292,19,0.0390625,45
630,1117,299,19,0.0390625,38
632,695,578,19,0.0390625,62
634,539,181,19,0.0390625,75
636,281,176,19,0.0390625,31
638,813,304,19,0.0390625,32
640,1135,304,19,0.0390625,33
642,540,181,19,0.0390625,76
644,514,176,19,0.0390625,40
646,1093,290,19,0.0390625,64
648,623,274,19,0.0390625,32
650,1089,285,19,0.0390625,61
652,117,162,19,0.0390625,82
654,770,287,19,0.0390625,78
656,1067,281,19,0.0390625,30
658,1100,291,19,0.0390625,69
660,1105,294,19,0.0390625,43
662,972,287,19,0.0390625,38
664,807,174,19,0.0390625,53
666,1062,478,19,0.0390625,48
668,744,478,19,0.0390625,55
670,1068,477,19,0.0390625,71
672,750,476,19,0.0390625,66
674,757,477,19,0.0390625,43
676,764,476,19,0.0390625,50
678,1033,281,19,0.0390625,62
680,773,475,19,0.0390625,38
682,887,184,19,0.0390625,37
684,246,184,19,0.0390625,49
686,722,461,19,0.0390625,52
688,811,481,19,0.0390625,43
690,184,539,19,0.0390625,47
692,1085,472,19,0.0390625,45
694,1123,284,19,0.0390625,38
696,529,185,19,0.0390625,51
698,1100,271,19,0.0390625,61
700,1083,259,19,0.0390625,36
702,1063,242,19,0.0390625,43
704,1038,500,19,0.0390625,32
706,1013,477,19,0.0390625,33
708,1005,461,19,0.0390625,34
710,1078,464,19,0.0390625,37
712,998,437,19,0.0390625,108
714,1017,373,19,0.0390625,74
716,902,399,19,0.0390625,72
718,1302,409,19,0.0390625,76
720,1163,380,19,0.0390625,55
722,1013,420,19,0.0390625,30
724,959,423,19,0.0390625,50
726,1000,447,19,0.0390625,69
728,1009,473,19,0.0390625,30
730,590,478,19,0.0390625,65
732,1024,226,19,0.0390625,46
734,995,237,19,0.0390625,63
736,638,243,19,0.0390625,57
738,1088,224,19,0.0390625,43
740,712,254,19,0.0390625,53
742,712,242,19,0.0390625,69
744,1080,242,19,0.0390625,41
746,1036,495,19,0.0390625,31
748,609,459,19,0.0390625,36
750,1049,476,19,0.0390625,38
752,1055,474,19,0.0390625,65
754,1058,472,19,0.0390625,78
756,1059,474,19,0.0390625,43
758,1050,472,19,0.0390625,61
760,1040,466,19,0.0390625,53
762,1033,456,19,0.0390625,54
764,1031,451,19,0.0390625,34
766,1031,446,19,0.0390625,86
768,1033,445,19,0.0390625,52
770,1034,449,19,0.0390625,57
772,1033,454,19,0.0390625,50
774,1031,463,19,0.0390625,48
776,1031,471,19,0.0390625,49
778,714,484,19,0.0390625,66
780,1005,489,19,0.0390625,67
782,1007,493,19,0.0390625,99
784,717,224,19,0.0390625,63
786,722,228,19,0.0390625,43
788,712,227,19,0.0390625,51
790,1054,231,19,0.0390625,46
792,590,492,19,0.0390625,58
794,1042,225,19,0.0390625,48
796,720,225,19,0.0390625,50
798,1040,225,19,0.0390625,69
800,720,224,19,0.0390625,48
802,720,224,19,0.0390625,62
804,1045,230,19,0.0390625,91
806,1042,235,19,0.0390625,56
808,742,245,19,0.0390625,59
810,749,254,19,0.0390625,73
812,758,264,19,0.0390625,67
814,759,269,19,0.0390625,69
816,928,263,19,0.0390625,63
818,1070,275,19,0.0390625,83
820,1049,272,19,0.0390625,69
822,957,444,19,0.0390625,86
824,1044,269,19,0.0390625,69
826,1039,266,19,0.0390625,70
828,1028,256,19,0.0390625,59
830,991,234,19,0.0390625,41
832,947,491,19,0.0390625,45
834,889,465,19,0.0390625,45
836,844,447,19,0.0390625,47
838,844,436,19,0.0390625,41
840,346,498,19,0.0390625,52
842,409,485,19,0.0390625,46
844,326,455,19,0.0390625,26
846,310,443,19,0.0390625,51
848,796,343,19,0.0390625,22
850,832,397,19,0.0390625,52
852,309,454,19,0.0390625,83
854,825,349,19,0.0390625,33
856,551,346,19,0.0390625,44
858,56,398,19,0.0390625,32
860,326,421,19,0.0390625,15
862,373,417,19,0.0390625,14
864,652,428,19,0.0390625,29
866,381,417,19,0.0390625,46
868,427,408,19,0.0390625,38
870,766,404,19,0.0390625,41
872,740,410,19,0.0390625,57
874,716,416,19,0.0390625,46
876,284,437,19,0.0390625,51
878,397,417,19,0.0390625,34
880,695,421,19,0.0390625,82
882,282,437,19,0.0390625,42
884,687,422,19,0.0390625,31
886,302,436,19,0.0390625,25
888,285,443,19,0.0390625,27
890,286,448,19,0.0390625,18
892,245,463,19,0.0390625,21
894,247,466,19,0.0390625,15
896,555,472,19,0.0390625,34
898,253,471,19,0.0390625,21
900,251,472,19,0.0390625,37
902,230,476,19,0.0390625,21
904,239,473,19,0.0390625,26
906,253,471,19,0.0390625,48
908,241,477,19,0.0390625,34
910,544,487,19,0.0390625,63
912,546,499,19,0.0390625,16
914,166,247,19,0.0390625,22
916,11,292,19,0.0390625,40
918,925,388,19,0.0390625,29
920,857,452,19,0.0390625,11
922,581,377,19,0.0390625,37
924,131,257,19,0.0390625,27
926,559,368,19,0.0390625,30
928,169,238,19,0.0390625,27
930,564,357,19,0.0390625,45
932,613,341,19,0.0390625,20
934,961,448,19,0.0390625,37
936,721,424,19,0.0390625,34
938,816,398,19,0.0390625,50
940,175,395,19,0.0390625,31
942,474,460,19,0.0390625,84
944,760,338,19,0.0390625,54
946,889,344,19,0.0390625,28
948,-7,415,19,0.0390625,16
950,766,491,19,0.0390625,40
952,505,486,19,0.0390625,55
954,325,233,19,0.0390625,27
956,940,422,19,0.0390625,30
958,962,472,19,0.0390625,25
960,1069,498,19,0.0390625,28
962,609,465,19,0.0390625,25
964,1029,483,19,0.0390625,33
966,1088,493,19,0.0390625,35
968,1047,486,19,0.0390625,28
970,1049,487,19,0.0390625,41
972,1008,485,19,0.0390625,36
974,1050,221,19,0.0390625,57
976,1081,232,19,0.0390625,42
978,1078,236,19,0.0390625,29
980,1084,244,19,0.0390625,59
982,1088,252,19,0.0390625,43
984,1093,256,19,0.0390625,47
986,748,453,19,0.0390625,55
988,749,427,19,0.0390625,74
990,791,382,19,0.0390625,41
992,772,250,19,0.0390625,65
994,1090,246,19,0.0390625,44
996,756,232,19,0.0390625,50
998,725,500,19,0.0390625,38
1000,715,483,19,0.0390625,37
1002,661,450,19,0.0390625,52
1004,811,393,19,0.0390625,35
1006,323,419,19,0.0390625,20
1008,267,465,19,0.0390625,59
1010,797,391,19,0.0390625,36
1012,984,463,19,0.0390625,12
1014,782,390,19,0.0390625,22
1016,989,290,19,0.0390625,13
1018,1003,343,19,0.0390625,8
1020,490,223,19,0.0390625,65
1022,586,411,19,0.0390625,25
1024,477,245,19,0.0390625,41
1026,516,375,19,0.0390625,45
1028,150,244,19,0.0390625,39
1030,153,240,19,0.0390625,24
1032,158,233,19,0.0390625,16
1034,490,227,19,0.0390625,17
1036,180,222,19,0.0390625,26
1038,197,426,19,0.0390625,22
1040,164,228,19,0.0390625,25
1042,207,222,19,0.0390625,11
1044,225,227,19,0.0390625,46
1046,193,242,19,0.0390625,67
1048,175,252,19,0.0390625,35
1050,294,238,19,0.0390625,58
1052,527,252,19,0.0390625,53
1054,910,257,19,0.0390625,50
1056,207,261,19,0.0390625,29
1058,193,267,19,0.0390625,48
1060,179,274,19,0.0390625,60
1062,253,456,19,0.0390625,53
1064,558,461,19,0.0390625,56
1066,455,291,19,0.0390625,56
1068,572,461,19,0.0390625,71
1070,939,263,19,0.0390625,71
1072,341,442,19,0.0390625,49
1074,740,424,19,0.0390625,61
1076,144,478,19,0.0390625,55
1078,745,382,19,0.0390625,46
1080,921,262,19,0.0390625,55
1082,176,272,19,0.0390625,67
1084,323,266,19,0.0390625,54
1086,1003,267,19,0.0390625,22
1088,1178,547,19,0.0390625,10
1090,279,285,19,0.0390625,23
1092,224,304,19,0.0390625,24
1094,571,295,19,0.0390625,23
1096,765,277,19,0.0390625,26
1098,721,270,19,0.0390625,23
1100,1102,494,19,0.0390625,37
1102,789,478,19,0.0390625,65
1104,794,466,19,0.0390625,44
1106,957,444,19,0.0390625,46
1108,923,434,19,0.0390625,55
1110,220,451,19,0.0390625,49
1112,968,512,19,0.0390625,50
1114,969,495,19,0.0390625,56
1116,1004,296,19,0.0390625,15
1118,731,226,19,0.0390625,9
1120,243,258,19,0.0390625,36
1122,962,259,19,0.0390625,46
1124,625,265,19,0.0390625,46
1126,1135,540,19,0.0390625,61
1128,296,440,19,0.0390625,60
1130,521,264,19,0.0390625,55
1132,1032,249,19,0.0390625,44
1134,1038,256,19,0.0390625,28
1136,1057,257,19,0.0390625,36
1138,248,265,19,0.0390625,25
1140,581,262,19,0.0390625,25
1142,702,225,19,0.0390625,48
1144,730,490,19,0.0390625,41
1146,681,509,19,0.0390625,44
1148,1281,507,19,0.0390625,35
1150,946,497,19,0.0390625,45
1152,966,418,19,0.0390625,5
1154,1189,478,19,0.0390625,3
1156,935,420,19,0.0390625,2
1158,926,418,19,0.0390625,10
1160,911,419,19,0.0390625,49
1162,1212,419,19,0.0390625,57
1164,892,420,19,0.0390625,49
1166,904,418,19,0.0390625,56
1168,364,422,19,0.0390625,66
1170,891,420,19,0.0390625,66
1172,442,421,19,0.0390625,61
1174,279,422,19,0.0390625,4
1176,923,416,19,0.0390625,9
1178,1182,565,19,0.0390625,5
1180,1340,439,19,0.0390625,58
1182,481,513,19,0.0390625,89
1184,714,479,19,0.0390625,36
1186,699,246,19,0.0390625,30
1188,553,443,19,0.0390625,72
1190,784,464,19,0.0390625,53
1192,1050,437,19,0.0390625,22
1194,887,413,19,0.0390625,4
1196,1176,473,19,0.0390625,3
1198,942,419,19,0.0390625,9
1200,1171,474,19,0.0390625,6
1202,334,423,19,0.0390625,41
1204,349,422,19,0.0390625,47
1206,942,420,19,0.0390625,62
1208,942,420,19,0.0390625,37
1210,943,420,19,0.0390625,56
1212,886,420,19,0.0390625,41
1214,886,420,19,0.0390625,45
1216,886,418,19,0.0390625,34
1218,886,419,19,0.0390625,40
1220,886,418,19,0.0390625,49
1222,887,419,19,0.0390625,43
1224,888,419,19,0.0390625,42
1226,893,419,19,0.0390625,49
1228,898,419,19,0.0390625,58
1230,903,419,19,0.0390625,49
1232,871,419,19,0.0390625,41
1234,902,419,19,0.0390625,49
1236,893,419,19,0.0390625,41
1238,933,421,19,0.0390625,41
1240,380,422,19,0.0390625,26
1242,930,418,19,0.0390625,43
1244,845,418,19,0.0390625,36
1246,1184,419,19,0.0390625,35
1248,857,418,19,0.0390625,45
1250,828,420,19,0.0390625,46
1252,845,419,19,0.0390625,43
1254,879,420,19,0.0390625,46
1256,1200,419,19,0.0390625,47
1258,862,420,19,0.0390625,52
1260,1076,437,19,0.0390625,44
1262,1180,474,19,0.0390625,4
1264,266,422,19,0.0390625,6
1266,933,413,19,0.0390625,5
1268,986,459,19,0.0390625,60
1270,911,463,19,0.0390625,47
1272,121,462,19,0.0390625,63
1274,770,477,19,0.0390625,15
1276,372,500,19,0.0390625,16
1278,218,248,19,0.0390625,70
1280,249,243,19,0.0390625,28
1282,236,245,19,0.0390625,67
1284,205,252,19,0.0390625,34
1286,203,254,19,0.0390625,46
1288,778,357,19,0.0390625,34
1290,530,254,19,0.0390625,89
1292,185,428,19,0.0390625,43
1294,180,260,19,0.0390625,44
1296,142,267,19,0.0390625,66
1298,531,249,19,0.0390625,41
1300,194,251,19,0.0390625,63
1302,534,240,19,0.0390625,41
1304,335,417,19,0.0390625,46
1306,193,238,19,0.0390625,57
1308,193,238,19,0.0390625,33
1310,287,423,19,0.0390625,37
1312,188,248,19,0.0390625,34
1314,829,258,19,0.0390625,40
1316,145,266,19,0.0390625,40
1318,318,450,19,0.0390625,51
1320,1010,464,19,0.0390625,22
1322,697,459,19,0.0390625,56
1324,924,377,19,0.0390625,32
1326,255,426,19,0.0390625,21
1328,179,435,19,0.0390625,32
1330,173,496,19,0.0390625,40
1332,179,486,19,0.0390625,88
1334,185,477,19,0.0390625,65
1336,198,475,19,0.0390625,47
1338,160,489,19,0.0390625,50
1340,188,487,19,0.0390625,49
1342,527,487,19,0.0390625,58
1344,211,488,19,0.0390625,49
1346,150,230,19,0.0390625,44
1348,159,442,19,0.0390625,42
1350,138,245,19,0.0390625,29
1352,142,460,19,0.0390625,30
1354,542,464,19,0.0390625,40
1356,197,253,19,0.0390625,45
1358,172,258,19,0.0390625,49
1360,639,430,19,0.0390625,37
1362,239,232,19,0.0390625,41
1364,1056,289,19,0.0390625,14
1366,707,520,19,0.0390625,43
1368,1150,564,19,0.0390625,17
1370,323,388,19,0.0390625,14
1372,215,528,19,0.0390625,53
